epoch,accuracy,auc,loss,precision,recall,top3_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top3_accuracy
0,0.04336497187614441,0.5098347663879395,3.47395658493042,0.1428571492433548,6.203859084052965e-05,0.12916433811187744,0.05559692159295082,0.5380062460899353,3.2106728553771973,0.0,0.0,0.19036981463432312
1,0.04683913290500641,0.5295186042785645,3.3910412788391113,0.0,0.0,0.137973815202713,0.014147431589663029,0.5974620580673218,3.164374351501465,0.0,0.0,0.18217919766902924
2,0.05533841997385025,0.5499476790428162,3.329721450805664,0.0,0.0,0.1549103558063507,0.037974681705236435,0.6041885614395142,3.154404401779175,0.0,0.0,0.13924050331115723
3,0.06073577702045441,0.5716649293899536,3.2800395488739014,0.0,0.0,0.16558098793029785,0.05559692159295082,0.6390706300735474,3.1177141666412354,0.0,0.0,0.1901216208934784
4,0.06079781800508499,0.5854861736297607,3.2504093647003174,0.0,0.0,0.17135058343410492,0.08289898186922073,0.6475963592529297,3.0948779582977295,0.0,0.0,0.22288408875465393
